Brand,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp 
Nissan,31250,Sedan,Petrol,CVT,248.0,2.0,273.0,4.0,front,25.0,34.0,5.0,4.0,56.8,192.9,56.8,111.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GMC,31200,Truck,Petrol,Automatic,310.0,2.7,348.0,4.0,rear,19.0,22.0,3.0,4.0,75.6,229.6,81.15,139.56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,31100,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,31095,Coupe,Petrol,Manual,228.0,2.4,184.0,4.0,rear,20.0,27.0,4.0,2.0,51.6,166.7,69.9,101.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,31070,Sedan,Petrol,CVT,192.0,1.5,192.0,4.0,front,29.0,35.0,5.0,4.0,57.1,196.1,73.3,111.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,31000,Sedan,Diesel,Automatic,296.0,2.0,306.0,4.0,front,39.0,46.0,5.0,4.0,58.1,183.8,72.4,105.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,30990,SUV,Petrol,Automatic,177.0,1.6,195.0,4.0,all,38.0,38.0,5.0,4.0,66.1,183.5,73.4,108.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,30945,SUV,Petrol,Automatic,177.0,1.3,210.0,4.0,all,17.0,25.0,5.0,4.0,66.5,166.6,74.2,101.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Yes
Hyundai,30900,SUV,Hybrid,Automatic,226.0,1.6,258.0,4.0,all,38.0,38.0,5.0,4.0,65.6,182.3,73.4,108.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,30800,Sedan,Petrol,CVT,200.0,1.5,192.0,4.0,front,30.0,37.0,5.0,4.0,55.5,185.8,72.0,107.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,30800,Hatchback,Petrol,CVT,200.0,1.5,192.0,4.0,front,30.0,37.0,5.0,4.0,55.5,185.8,72.0,107.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,30800,Hatchback,Petrol,CVT,200.0,1.5,192.0,4.0,front,30.0,37.0,5.0,4.0,55.5,185.8,72.0,107.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes
GMC,30800,SUV,Petrol,Automatic,193.0,2.5,188.0,4.0,front,21.0,27.0,7.0,4.0,66.7,193.4,75.4,112.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,30790,SUV,Petrol,Automatic,187.0,2.5,178.0,4.0,all,23.0,28.0,5.0,4.0,66.9,183.5,73.4,108.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,30750,Sedan,Petrol,Automatic,220.0,2.9,259.0,4.0,front,44.0,30.0,5.0,4.0,58.0,0.0,73.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30720,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,30690,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,26.0,33.0,5.0,4.0,66.4,191.3,73.0,108.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,30620,SUV,Petrol,Automatic,182.0,2.5,176.0,4.0,all,26.0,33.0,5.0,4.0,68.1,182.1,71.5,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,0
Buick,30600,SUV,Petrol,CVT,155.0,1.3,174.0,4.0,front,29.0,32.0,5.0,4.0,71.4,171.4,64.1,102.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,30600,SUV,Petrol,CVT,155.0,1.3,174.0,4.0,all,26.0,29.0,5.0,4.0,64.1,171.4,71.4,102.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,30500,Coupe,Unknown,Manual,228.0,2.4,184.0,6.0,rear,20.0,27.0,5.0,4.0,51.5,167.9,69.8,101.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,30500,Coupe,Petrol,Manual,228.0,2.4,184.0,4.0,rear,20.0,27.0,4.0,2.0,51.5,167.9,69.8,101.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,30500,Coupe,Unknown,Manual,228.0,2.4,184.0,4.0,rear,20.0,27.0,4.0,2.0,51.6,167.9,69.9,101.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,30500,Truck,Petrol,Automatic,250.0,2.0,277.0,4.0,all,22.0,29.0,5.0,4.0,68.7,199.7,72.6,121.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30500,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,31.0,5.0,4.0,61.7,173.0,70.7,104.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30500,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,31.0,5.0,4.0,61.7,173.0,70.7,104.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,30500,Sedan,Petrol,Automatic,201.0,2.4,180.0,4.0,front,24.0,34.0,5.0,4.0,55.6,182.2,70.6,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,30500,SUV,Petrol,CVT,155.0,1.3,174.0,4.0,front,29.0,32.0,5.0,4.0,71.4,171.4,64.1,102.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chrysler,30450,Sedan,Petrol,Automatic,292.0,3.6,260.0,6.0,rear,19.0,30.0,5.0,4.0,58.5,198.6,75.0,120.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chrysler,30440,Sedan,Petrol,Automatic,292.0,3.6,260.0,6.0,rear,19.0,30.0,5.0,4.0,58.5,198.6,75.0,120.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Nissan,30340,SUV,Petrol,CVT,201.0,1.5,225.0,4.0,all,28.0,35.0,5.0,4.0,66.5,183.0,72.4,106.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30250,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30200,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,24.0,31.0,5.0,4.0,61.7,173.0,70.7,104.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,30190,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volkswagen,30180,Hatchback,Petrol,Manual,241.0,2.0,273.0,4.0,front,23.0,32.0,5.0,4.0,57.6,168.8,70.4,103.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,0
Chrysler,30040,Van,Petrol,Automatic,287.0,3.6,262.0,6.0,front,19.0,28.0,7.0,5.0,69.9,203.8,79.6,121.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chevrolet,30000,SUV,Electric,Automatic,296.0,2.9,306.0,4.0,front,0.0,0.0,5.0,4.0,64.0,186.3,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chevrolet,30000,SUV,Electric,Automatic,296.0,2.9,306.0,4.0,front,0.0,0.0,5.0,4.0,64.0,186.3,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,30000,SUV,Unknown,Automatic,296.0,1.5,306.0,4.0,front,18.0,25.0,5.0,4.0,66.1,180.5,74.1,106.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,29990,SUV,Petrol,CVT,190.0,1.5,179.0,4.0,front,28.0,34.0,5.0,4.0,66.1,182.1,73.0,104.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,29990,SUV,Unknown,Automatic,265.0,2.0,295.0,4.0,all,18.0,25.0,5.0,4.0,64.0,186.3,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,29990,SUV,Unknown,Automatic,265.0,2.0,295.0,4.0,all,18.0,25.0,5.0,4.0,64.0,186.3,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,29950,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,29950,Sedan,Petrol,Automatic,201.0,2.4,180.0,4.0,front,24.0,34.0,5.0,4.0,55.6,182.2,70.6,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MINI,29900,Hatchback,Electric,Automatic,181.0,2.9,199.0,4.0,front,0.0,0.0,4.0,4.0,56.4,35.1,68.0,98.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MINI,29900,Hatchback,Electric,Automatic,181.0,2.9,199.0,4.0,front,0.0,0.0,4.0,4.0,56.4,35.1,68.0,98.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MINI,29900,Wagon,Petrol,Manual,189.0,2.0,207.0,4.0,front,22.0,33.0,5.0,4.0,56.7,168.3,70.9,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,29900,SUV,Petrol,CVT,155.0,1.3,174.0,4.0,front,18.0,25.0,5.0,4.0,71.4,171.4,64.1,102.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GMC,29900,SUV,Petrol,Automatic,170.0,1.5,203.0,4.0,all,25.0,28.0,5.0,4.0,65.4,182.3,72.4,107.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,29840,SUV,Unknown,Automatic,181.0,1.5,190.0,4.0,front,18.0,25.0,5.0,4.0,66.1,180.5,74.1,106.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,29790,SUV,Petrol,Automatic,187.0,2.5,178.0,4.0,all,23.0,28.0,5.0,4.0,66.1,183.5,73.4,108.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fiat,29740,SUV,Petrol,Automatic,177.0,1.3,210.0,54.0,all,24.0,30.0,5.0,4.0,63.7,167.2,70.7,101.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fiat,29740,Hatchback,Petrol,Automatic,157.0,2.9,183.0,4.0,front,22.0,19.0,4.0,2.0,60.0,147.0,65.0,92.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,29680,Coupe,Petrol,Automatic,303.0,3.6,268.0,6.0,rear,19.0,30.0,5.0,2.0,57.7,197.9,75.7,116.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,0
Dodge,29680,Coupe,Petrol,Automatic,303.0,3.6,268.0,6.0,rear,19.0,30.0,5.0,2.0,57.7,197.9,75.7,116.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GMC,29500,SUV,Petrol,Automatic,170.0,1.5,203.0,4.0,all,25.0,28.0,5.0,4.0,65.4,182.3,72.4,107.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,29495,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,27.0,34.0,5.0,4.0,63.6,176.5,71.0,104.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fiat,29490,SUV,Petrol,Automatic,177.0,2.9,210.0,4.0,all,24.0,30.0,5.0,4.0,63.7,168.2,70.7,101.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fiat,29440,SUV,Petrol,Automatic,177.0,2.9,210.0,4.0,all,24.0,30.0,5.0,4.0,63.7,186.3,75.5,101.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fiat,29300,Convertible,Petrol,Manual,164.0,1.4,184.0,4.0,rear,26.0,35.0,2.0,2.0,48.5,159.6,68.5,90.9,Yes,0,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,29300,Sedan,Petrol,Automatic,201.0,2.4,180.0,4.0,front,24.0,34.0,5.0,4.0,55.6,182.2,70.6,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MG,29200,SUV,Diesel,Manual,168.0,2.0,350.0,4.0,front,18.0,25.0,5.0,4.0,70.0,186.0,73.0,110.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volkswagen,29110,SUV,Petrol,Automatic,187.0,2.9,237.0,34.0,all,30.0,35.0,7.0,4.0,67.0,188.0,74.0,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
Volkswagen,29110,Hatchback,Petrol,Manual,75.0,2.9,70.0,3.0,front,44.0,49.0,5.0,4.0,59.0,159.0,67.0,99.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
